[0.000000] (-) TimerEvent: {}
[6.100765] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/srv\n'}
[6.100824] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/srv/RecognizeLightState.l\n'}
[6.100883] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/manifest.l\n'}
[6.100943] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg\n'}
[6.101002] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/TunedResult.l\n'}
[6.101061] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageObjTracked.l\n'}
[6.101122] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/TrafficLightResultArray.l\n'}
[6.101181] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/RemoteCmd.l\n'}
[6.101240] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ControlCommandStamped.l\n'}
[6.101299] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageRectRanged.l\n'}
[6.101358] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/SyncTimeMonitor.l\n'}
[6.101416] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/TrafficLightResult.l\n'}
[6.101475] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ExtractedPosition.l\n'}
[6.101534] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageObjRanged.l\n'}
[6.101593] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/AccelCmd.l\n'}
[6.101652] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/Waypoint.l\n'}
[6.101710] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/StateCmd.l\n'}
[6.101769] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ValueSet.l\n'}
[6.101828] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/DetectedObject.l\n'}
[6.101886] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/VscanTrackedArray.l\n'}
[6.101945] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/IndicatorCmd.l\n'}
[6.102004] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ScanImage.l\n'}
[6.102062] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/LaneArray.l\n'}
[6.102123] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/State.l\n'}
[6.102182] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ColorSet.l\n'}
[6.102241] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/Gear.l\n'}
[6.102299] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/Signals.l\n'}
[6.102358] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/TrafficLight.l\n'}
[6.102439] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ObjPose.l\n'}
[6.102516] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ObjLabel.l\n'}
[6.102579] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageLaneObjects.l\n'}
[6.102644] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/SteerCmd.l\n'}
[6.102703] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ICPStat.l\n'}
[6.102762] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/DetectedObjectArray.l\n'}
[6.102821] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/CloudClusterArray.l\n'}
[6.102880] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/WaypointState.l\n'}
[6.102939] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/Lane.l\n'}
[6.102998] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/PointsImage.l\n'}
[6.103057] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ProjectionMatrix.l\n'}
[6.103117] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/DTLane.l\n'}
[6.103176] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/CloudCluster.l\n'}
[6.103234] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/VehicleStatus.l\n'}
[6.103293] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/VehicleLocation.l\n'}
[6.103352] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/SyncTimeDiff.l\n'}
[6.103412] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/NDTStat.l\n'}
[6.103471] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageRect.l\n'}
[6.103529] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/VscanTracked.l\n'}
[6.103588] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/AdjustXY.l\n'}
[6.103646] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/Centroids.l\n'}
[6.103705] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/VehicleCmd.l\n'}
[6.103763] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageObjects.l\n'}
[6.103823] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/LampCmd.l\n'}
[6.103882] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ImageObj.l\n'}
[6.103941] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/GeometricRectangle.l\n'}
[6.104000] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/ControlCommand.l\n'}
[6.104063] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/roseus/ros/autoware_msgs/msg/BrakeCmd.l\n'}
[6.104122] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs\n'}
[6.104184] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/srv\n'}
[6.104243] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/srv/RecognizeLightState.lisp\n'}
[6.104302] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/srv/_package.lisp\n'}
[6.104360] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/srv/autoware_msgs-srv.asd\n'}
[6.104420] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/srv/_package_RecognizeLightState.lisp\n'}
[6.104480] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg\n'}
[6.104539] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ScanImage.lisp\n'}
[6.104604] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/WaypointState.lisp\n'}
[6.104663] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ControlCommand.lisp\n'}
[6.104722] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ImageObjTracked.lisp\n'}
[6.104781] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_DTLane.lisp\n'}
[6.104841] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_AdjustXY.lisp\n'}
[6.104900] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_Gear.lisp\n'}
[6.104959] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/LampCmd.lisp\n'}
[6.105017] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/CloudCluster.lisp\n'}
[6.105076] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/SyncTimeMonitor.lisp\n'}
[6.105135] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/TrafficLightResult.lisp\n'}
[6.105195] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/StateCmd.lisp\n'}
[6.105253] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/Centroids.lisp\n'}
[6.105312] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ScanImage.lisp\n'}
[6.105371] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_CloudClusterArray.lisp\n'}
[6.105433] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_VscanTracked.lisp\n'}
[6.105493] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/Lane.lisp\n'}
[6.105553] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/autoware_msgs-msg.asd\n'}
[6.105613] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/Waypoint.lisp\n'}
[6.105672] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ImageRect.lisp\n'}
[6.105731] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_TunedResult.lisp\n'}
[6.105789] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_CloudCluster.lisp\n'}
[6.105848] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_AccelCmd.lisp\n'}
[6.105908] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ControlCommandStamped.lisp\n'}
[6.105967] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/DetectedObjectArray.lisp\n'}
[6.106029] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ExtractedPosition.lisp\n'}
[6.106088] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ImageLaneObjects.lisp\n'}
[6.106148] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/Signals.lisp\n'}
[6.106206] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_GeometricRectangle.lisp\n'}
[6.106266] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ImageLaneObjects.lisp\n'}
[6.106325] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_IndicatorCmd.lisp\n'}
[6.106391] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ControlCommandStamped.lisp\n'}
[6.106495] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/VehicleStatus.lisp\n'}
[6.106555] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ImageRectRanged.lisp\n'}
[6.106615] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_LampCmd.lisp\n'}
[6.106675] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/VscanTrackedArray.lisp\n'}
[6.106734] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_DetectedObject.lisp\n'}
[6.106792] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/TunedResult.lisp\n'}
[6.106855] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ImageRectRanged.lisp\n'}
[6.106914] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_RemoteCmd.lisp\n'}
[6.106974] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/NDTStat.lisp\n'}
[6.107033] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/ExtractedPosition.lisp\n'}
[6.107092] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ColorSet.lisp\n'}
[6.107151] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_DetectedObjectArray.lisp\n'}
[6.107210] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_SyncTimeDiff.lisp\n'}
[6.107269] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package.lisp\n'}
[6.107329] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_TrafficLightResultArray.lisp\n'}
[6.107389] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/_package_ImageObj.lisp\n'}
[6.107448] (autoware_msgs) StdoutLine: {'line': b'-- Up-to-date: /home/capstone/autoware.ai/install/autoware_msgs/share/common-lisp/ros/autoware_msgs/msg/BrakeCmd.lisp\n'}
